Vehicle_Reference_df_res,Vehicle_Type,Vehicle_Manoeuvre,Vehicle_Location-Restricted_Lane,Hit_Object_in_Carriageway,Hit_Object_off_Carriageway,Age_of_Driver,Age_Band_of_Driver,Engine_Capacity_(CC),Propulsion_Code,Age_of_Vehicle,Location_Easting_OSGR,Location_Northing_OSGR,Longitude,Latitude,Police_Force,Number_of_Vehicles,Number_of_Casualties,Local_Authority_(District),1st_Road_Number,2nd_Road_Number,Vehicle_Reference_df,Casualty_Reference,Age_of_Casualty,Age_Band_of_Casualty,Pedestrian_Location,Pedestrian_Movement,Casualty_Type,Casualty_IMD_Decile,label
1,9,9,0,0,0,58,9,1999.0,1,4,423923.0,573808.0,-1.627023,55.058185,10,3,1,148.0,1318.0,1321.0,2,1,36,7,0,0,19,1,0
1,9,9,0,0,0,40,7,1368.0,1,6,416690.0,331590.0,-1.753435,52.881517,30,2,2,329.0,515.0,36.0,1,1,40,7,0,0,9,6,1
1,9,9,0,0,0,25,5,1242.0,1,11,340859.0,390379.0,-2.891085,53.406897,5,2,1,91.0,0.0,0.0,2,1,33,6,0,0,1,5,1
2,9,9,0,0,0,43,7,1968.0,2,1,385036.0,157711.0,-2.216107,51.318306,54,2,1,635.0,366.0,0.0,1,1,17,4,0,0,9,6,1
2,9,9,0,0,0,26,6,1998.0,1,13,509646.0,195332.0,-0.416702,51.646105,41,2,6,437.0,4145.0,120.0,2,2,26,6,0,0,9,6,1
1,9,5,0,0,0,27,6,1349.0,1,2,416680.0,415375.0,-1.749221,53.634635,13,3,1,203.0,0.0,0.0,3,1,23,5,0,0,2,4,0
1,9,9,0,0,0,31,6,1386.0,1,8,382470.0,400830.0,-2.26576,53.503866,6,2,1,107.0,6187.0,0.0,2,1,48,8,0,0,1,3,1
2,9,18,0,0,0,25,5,1781.0,1,13,526348.0,223029.0,-0.16537,51.891502,41,2,2,435.0,20.0,130.0,1,1,22,5,0,0,9,5,0
1,9,4,0,0,0,33,6,1910.0,2,7,408992.0,92493.0,-1.873954,50.731985,55,2,2,640.0,3063.0,347.0,1,2,47,8,0,0,9,6,1
1,9,4,0,0,0,33,6,1390.0,1,12,390142.0,344211.0,-2.14832,52.995133,21,2,2,257.0,5007.0,0.0,2,2,32,6,0,0,9,2,0
1,9,18,0,0,0,36,7,1995.0,2,7,472679.0,258838.0,-0.93746,52.222963,34,2,1,384.0,5076.0,5076.0,2,1,35,6,0,0,9,6,0
2,9,2,0,0,0,56,9,1598.0,1,10,372450.0,400740.0,-2.416815,53.502626,6,2,1,107.0,572.0,0.0,1,1,24,5,0,0,9,10,0
2,9,3,0,0,0,35,6,1199.0,1,13,325496.0,124877.0,-3.063547,51.018421,52,3,2,608.0,358.0,5.0,1,1,68,10,0,0,9,7,1
1,19,18,0,0,0,31,6,1753.0,2,8,627703.0,327250.0,1.375952,52.794732,36,2,2,405.0,1150.0,274.0,2,1,33,6,0,0,9,5,0
1,9,18,0,0,0,22,5,1229.0,1,2,509643.0,432739.0,-0.337569,53.779445,16,3,5,228.0,1033.0,0.0,3,5,26,6,0,0,9,1,1
1,9,17,0,0,11,36,7,1299.0,1,15,394911.0,162303.0,-2.074476,51.359772,54,1,2,635.0,365.0,0.0,1,2,8,2,0,0,9,7,1
2,9,9,0,0,0,66,10,1896.0,2,17,528630.0,241700.0,-0.125237,52.058757,35,2,1,395.0,273.0,0.0,1,1,22,5,0,0,9,8,0
1,9,17,0,0,1,67,10,2188.0,2,10,188701.0,63446.0,-4.976651,50.432747,50,1,1,596.0,3059.0,0.0,1,1,67,10,0,0,9,7,1
3,9,18,0,0,0,37,7,1910.0,2,8,386480.0,142117.0,-2.194792,51.178125,54,3,3,635.0,350.0,0.0,3,2,37,7,0,0,9,5,1
2,9,3,0,0,0,24,5,2000.0,2,8,343640.0,551670.0,-2.879443,54.856632,3,2,1,62.0,6.0,0.0,2,1,24,5,0,0,9,3,1
1,9,18,0,0,0,24,5,1198.0,1,11,425005.0,433180.0,-1.621893,53.794335,13,1,1,204.0,6110.0,0.0,1,1,19,4,2,1,0,2,0
1,9,18,0,0,0,85,11,1560.0,2,1,310780.0,89982.0,-3.264778,50.702609,50,2,4,580.0,3052.0,0.0,1,1,85,11,0,0,9,9,0
1,9,5,0,0,0,52,8,1360.0,1,11,535195.0,200921.0,-0.045495,51.69077100000001,41,2,2,430.0,10.0,10.0,1,1,52,8,0,0,9,5,1
2,9,18,0,0,0,26,6,998.0,1,3,386651.0,350630.0,-2.200599,53.052758,21,5,4,257.0,0.0,0.0,2,4,28,6,0,0,9,2,1
3,9,2,0,0,0,22,5,1124.0,1,14,528820.0,281760.0,-0.107213,52.41867,35,3,3,393.0,1040.0,0.0,2,2,43,7,0,0,9,7,1
1,9,4,0,0,0,33,6,1900.0,2,11,436844.0,390397.0,-1.4472200000000002,53.40910699999999,14,2,1,215.0,0.0,0.0,1,1,33,6,0,0,9,1,0
1,9,18,0,0,0,42,7,1896.0,2,5,598191.0,284752.0,0.913434,52.424823,36,2,1,400.0,150.0,0.0,2,1,48,8,0,0,9,3,0
1,9,18,0,0,0,43,7,1360.0,1,10,457543.0,454922.0,-1.12392,53.987152,12,2,1,189.0,19.0,1237.0,1,1,43,7,0,0,9,3,1
1,98,18,0,0,0,48,8,11946.0,2,3,408794.0,334739.0,-1.870683,52.91001,21,2,1,251.0,50.0,0.0,2,1,38,7,0,0,19,8,0
2,9,14,0,0,0,25,5,1753.0,2,8,415917.0,437825.0,-1.759613,53.836438,13,2,2,200.0,657.0,0.0,2,2,25,5,0,0,9,3,0
1,9,4,0,0,0,33,6,1493.0,1,12,650661.0,303656.0,1.697791,52.57291,36,2,2,402.0,143.0,0.0,2,1,26,6,0,0,9,7,0
1,9,18,9,10,0,79,11,1686.0,2,15,537120.0,176960.0,-0.027013,51.474992,1,2,3,7.0,2.0,0.0,1,2,53,8,6,9,0,2,0
2,98,18,0,0,0,48,8,12902.0,2,2,416950.0,314010.0,-1.750477,52.723476,21,2,1,252.0,38.0,0.0,1,1,54,8,0,0,9,6,0
1,9,9,0,0,0,79,11,2200.0,2,23,224866.0,80261.0,-4.475864,50.595733,50,3,7,596.0,30.0,3257.0,2,2,37,7,0,0,9,6,1
1,9,17,0,0,0,51,8,1298.0,1,3,361577.0,168172.0,-2.553846,51.411258,52,2,1,601.0,0.0,0.0,2,1,27,6,0,0,1,4,0
1,9,5,0,0,0,45,7,1149.0,1,12,360117.0,388144.0,-2.601138,53.38862,7,3,1,128.0,1050.0,0.0,3,1,44,7,0,0,9,8,1
2,9,9,0,0,0,37,7,1968.0,2,6,410120.0,290510.0,-1.852312,52.512387,20,2,2,300.0,5127.0,0.0,2,2,37,7,0,0,9,1,0
2,11,3,0,0,0,62,9,8268.0,2,12,540570.0,191470.0,0.02842,51.60453,1,2,17,14.0,1009.0,0.0,2,8,23,5,0,0,11,2,0
2,9,3,0,0,0,34,6,1595.0,1,7,409820.0,287440.0,-1.856822,52.484793,20,2,1,300.0,0.0,4145.0,2,1,34,6,0,0,9,1,1
3,9,4,0,0,0,40,7,2967.0,2,1,437634.0,438085.0,-1.429589,53.837661,13,3,4,204.0,64.0,0.0,2,1,29,6,0,0,9,7,1
1,3,15,0,0,0,28,6,100.0,1,8,299734.0,84778.0,-3.419736,50.654023,50,3,1,580.0,376.0,0.0,1,1,28,6,0,0,3,8,1
1,5,4,0,0,0,30,6,998.0,1,18,539900.0,172110.0,0.011074,51.43073,1,2,1,7.0,0.0,0.0,2,1,26,6,0,0,9,5,0
2,9,2,0,0,0,28,6,2521.0,1,9,498842.0,182572.0,-0.576385,51.533412,43,2,1,473.0,7302.0,0.0,2,1,28,6,10,6,0,10,1
2,9,18,0,0,0,19,4,998.0,1,12,445250.0,368610.0,-1.323877,53.21263199999999,30,2,4,327.0,1.0,0.0,2,1,19,4,0,0,9,4,0
1,9,7,0,0,0,42,7,1398.0,2,13,466324.0,367913.0,-1.0085,53.204161,31,2,1,345.0,6075.0,0.0,2,1,17,4,0,0,3,5,1
2,9,18,0,0,0,44,7,1364.0,1,7,402510.0,282140.0,-1.964505,52.43722800000001,20,2,2,300.0,0.0,0.0,2,2,37,7,0,0,9,2,0
2,9,18,0,0,0,33,6,1399.0,2,3,611608.0,226952.0,1.074461,51.90091,42,2,1,461.0,120.0,0.0,2,1,33,6,0,0,9,6,1
2,9,17,0,0,0,59,9,2231.0,2,9,450670.0,202932.0,-1.267853,51.722829,43,2,2,483.0,352.0,0.0,1,1,38,7,0,0,11,7,0
1,19,18,0,0,0,26,6,2499.0,2,1,390854.0,454987.0,-2.1409830000000003,53.990844,12,2,1,180.0,65.0,0.0,2,1,61,9,0,0,9,7,1
2,9,18,0,0,0,33,6,1968.0,2,5,501090.0,304234.0,-0.5079670000000001,52.626463,34,2,1,382.0,3070.0,3069.0,2,1,33,6,0,0,9,7,0
1,9,17,0,0,0,53,8,999.0,1,6,323087.0,138955.0,-3.100886,51.144671,52,2,4,607.0,39.0,0.0,1,2,26,6,0,0,9,5,1
2,9,5,0,0,0,37,7,1997.0,2,6,527950.0,169620.0,-0.161626,51.411174,1,2,2,22.0,217.0,0.0,1,1,30,6,0,0,9,7,0
2,3,18,0,0,0,21,5,124.0,1,6,522170.0,189780.0,-0.237716,51.59363,1,2,1,30.0,0.0,0.0,2,1,21,5,0,0,3,7,0
1,9,5,9,0,0,26,6,1998.0,1,16,520880.0,296890.0,-0.218417,52.556433,35,2,1,394.0,0.0,0.0,2,1,18,4,0,0,1,6,1
1,9,18,0,0,0,54,8,2793.0,1,16,364554.0,179819.0,-2.512216,51.516173,52,2,2,612.0,4058.0,0.0,2,2,35,6,0,0,9,10,0
1,20,3,0,0,0,43,7,4116.0,2,9,415030.0,130616.0,-1.786843,51.074676,54,3,1,635.0,36.0,36.0,2,1,82,11,0,0,9,4,0
1,9,9,0,0,4,46,8,998.0,1,7,411774.0,546790.0,-1.818309,54.815829,11,2,2,169.0,16.0,160.0,2,2,23,5,0,0,9,7,1
2,9,2,0,0,0,26,6,1598.0,1,14,378449.0,247655.0,-2.31622,52.126779,22,2,1,273.0,449.0,0.0,1,1,26,6,9,6,0,6,1
2,9,11,0,0,0,25,5,1599.0,1,10,364212.0,179390.0,-2.5171,51.512294,52,2,1,612.0,4.0,32.0,1,1,38,7,0,0,9,8,0
2,9,18,0,0,0,56,9,1596.0,1,15,356880.0,409280.0,-2.652716,53.578332,6,2,2,114.0,49.0,0.0,2,2,56,9,0,0,9,4,1
2,9,18,0,0,0,18,4,1390.0,1,16,357211.0,210837.0,-2.621838,51.794537,53,2,1,622.0,64.0,66.0,2,1,18,4,0,0,9,9,0
1,9,9,0,0,0,30,6,1388.0,1,13,459028.0,90483.0,-1.165347,50.710992,44,2,1,505.0,0.0,0.0,1,1,30,6,0,0,9,4,1
2,9,18,0,0,7,59,9,1229.0,1,7,342062.0,398359.0,-2.874464,53.478751,5,2,1,90.0,5208.0,0.0,2,1,59,9,0,0,9,8,1
2,9,10,0,0,0,41,7,1229.0,1,10,495897.0,403023.0,-0.555251,53.515147,16,2,2,232.0,15.0,0.0,1,1,34,6,0,0,19,6,1
1,9,9,0,0,0,60,9,1997.0,1,1,562019.0,320405.0,0.399435,52.756962,36,2,1,407.0,1078.0,544.0,2,1,20,4,0,0,3,5,1
2,8,9,0,0,0,47,8,1497.0,8,7,529410.0,185190.0,-0.134945,51.550767,1,2,1,2.0,0.0,0.0,1,1,18,4,0,0,2,2,0
1,9,9,0,0,0,61,9,1248.0,1,4,501306.0,238864.0,-0.524458,52.038932,40,2,1,424.0,83.0,77.0,1,1,61,9,0,0,9,4,1
1,9,9,0,0,0,46,8,1242.0,1,7,477289.0,412826.0,-0.833385,53.606302,16,1,1,232.0,0.0,0.0,1,1,85,11,5,1,0,5,1
1,9,5,0,0,0,40,7,1598.0,1,13,456721.0,406006.0,-1.145426,53.547635,14,2,4,211.0,19.0,0.0,2,1,54,8,0,0,9,3,0
1,9,10,0,0,2,35,6,998.0,1,8,417815.0,438316.0,-1.7307439999999998,53.84079000000001,13,3,2,200.0,0.0,0.0,1,1,35,6,0,0,9,8,1
2,8,17,0,0,0,50,8,2402.0,2,10,528340.0,179840.0,-0.152316,51.502932,1,2,1,1.0,4.0,4.0,2,1,50,8,0,0,8,3,1
1,9,18,0,0,0,75,10,1339.0,1,8,249604.0,54320.0,-4.1161699999999986,50.369509,50,3,4,583.0,374.0,379.0,1,3,78,11,0,0,9,9,1
2,9,18,0,0,0,42,7,1229.0,1,10,402910.0,281910.0,-1.958623,52.435158,20,2,1,300.0,0.0,0.0,2,1,42,7,0,0,9,1,1
1,9,17,0,0,4,21,5,1998.0,1,11,380935.0,157796.0,-2.274956,51.318947,54,1,2,635.0,366.0,0.0,1,1,21,5,0,0,9,8,0
1,9,18,0,0,0,23,5,2497.0,1,11,517470.0,292290.0,-0.270315,52.515845,35,2,1,393.0,15.0,1091.0,2,1,19,4,0,0,9,10,0
1,21,18,0,0,0,57,9,12777.0,2,6,467207.0,410681.0,-0.98619,53.588413,14,5,2,211.0,18.0,0.0,1,1,57,9,0,0,21,7,0
4,9,3,0,0,0,38,7,998.0,1,5,388730.0,300180.0,-2.167824,52.599291,20,4,2,309.0,41.0,0.0,4,1,38,7,0,0,9,9,1
2,9,7,0,0,0,35,6,1995.0,2,12,333531.0,416819.0,-3.00692,53.643639,5,2,5,93.0,0.0,0.0,2,3,12,3,0,0,9,1,0
1,9,18,0,0,0,24,5,1124.0,1,12,508908.0,218590.0,-0.420087,51.85528400000001,40,3,1,424.0,1081.0,0.0,1,1,24,5,0,0,9,9,1
2,9,3,0,0,0,32,6,1598.0,1,9,428744.0,558368.0,-1.5530959999999998,54.919188,10,2,3,150.0,1288.0,500.0,1,2,47,8,0,0,9,4,1
2,19,9,0,0,0,54,8,2402.0,2,10,502612.0,421897.0,-0.447817,53.683464,16,3,3,232.0,1077.0,0.0,3,2,53,8,0,0,9,4,0
1,9,18,0,0,0,19,4,1242.0,1,3,330750.0,436980.0,-3.053501,53.82445600000001,4,2,3,71.0,0.0,0.0,1,3,18,4,0,0,9,1,1
2,9,18,0,0,0,17,4,1242.0,1,2,550738.0,205068.0,0.180995,51.724076,42,2,2,456.0,414.0,0.0,2,2,45,7,0,0,9,7,1
1,9,18,0,0,0,34,6,1364.0,1,8,454730.0,363507.0,-1.182809,53.165877,31,3,2,344.0,60.0,6075.0,2,2,44,7,0,0,9,5,1
2,9,13,0,0,10,19,4,2198.0,2,1,369209.0,156600.0,-2.443109,51.30767700000001,52,3,5,611.0,367.0,0.0,2,2,28,6,0,0,9,2,1
1,9,4,0,0,0,27,6,1999.0,1,13,461394.0,350597.0,-1.0856059999999998,53.049119,31,2,1,343.0,6386.0,0.0,1,1,27,6,0,0,9,1,1
1,9,18,0,10,4,31,6,1997.0,2,14,491127.0,232677.0,-0.674458,51.985086,43,1,1,479.0,5.0,5.0,1,1,31,6,0,0,9,4,0
1,5,13,0,0,0,43,7,1299.0,1,12,507583.0,388935.0,-0.3839,53.38631,32,2,2,356.0,631.0,0.0,1,1,15,3,0,0,5,1,0
1,9,18,0,0,0,36,7,1997.0,2,10,395070.0,290640.0,-2.074075,52.513624,20,2,2,303.0,461.0,459.0,2,2,3,1,0,0,11,1,1
2,9,18,0,0,0,19,4,1596.0,1,3,352076.0,385412.0,-2.721616,53.363395,7,2,8,124.0,0.0,0.0,1,5,43,7,0,0,9,9,0
1,9,18,0,0,0,27,6,1995.0,2,4,422702.0,302173.0,-1.666125,52.616857,21,4,3,258.0,5.0,0.0,2,3,51,8,0,0,9,4,0
1,9,16,0,10,4,18,4,1149.0,1,9,413574.0,496694.0,-1.792596,54.365586,12,1,2,184.0,107.0,0.0,1,1,18,4,0,0,9,8,1
2,9,18,0,0,0,41,7,1240.0,1,10,550370.0,183020.0,0.166214,51.52607800000001,1,2,4,15.0,1306.0,0.0,1,3,21,5,0,0,9,7,1
2,9,18,0,0,0,32,6,1997.0,2,9,413493.0,429612.0,-1.796804,53.762689,13,2,1,200.0,0.0,0.0,1,1,9,2,0,0,1,1,1
2,9,18,0,0,10,27,6,1997.0,2,13,492617.0,214756.0,-0.6575770000000001,51.82376,43,3,1,476.0,489.0,0.0,3,1,19,4,9,8,0,9,1
1,9,18,0,0,0,65,9,599.0,1,13,528250.0,193850.0,-0.148504,51.628856,1,2,1,30.0,0.0,0.0,1,1,65,9,0,0,9,4,1
1,9,9,0,0,0,19,4,1124.0,1,11,530420.0,170280.0,-0.125888,51.416543,1,2,1,9.0,23.0,0.0,2,1,23,5,0,0,3,4,0
1,9,5,0,0,0,31,6,1968.0,2,10,506359.0,427481.0,-0.389192,53.732885,16,2,1,228.0,1166.0,0.0,2,1,31,6,0,0,1,1,0
2,9,7,0,0,0,28,6,998.0,1,8,389960.0,414000.0,-2.153266,53.62244000000001,6,3,2,106.0,0.0,0.0,1,1,51,8,0,0,9,2,0
2,9,5,0,0,0,47,8,1968.0,2,5,431726.0,416338.0,-1.521588,53.642598,13,2,1,206.0,0.0,0.0,1,1,32,6,0,0,9,9,1
1,9,7,0,0,11,21,5,1360.0,1,8,507199.0,221684.0,-0.443932,51.883422,40,1,1,421.0,0.0,0.0,1,1,36,7,6,9,0,2,1
1,4,18,0,0,0,35,6,398.0,1,28,549696.0,384773.0,0.246863,53.33868399999999,32,3,1,351.0,1104.0,593.0,1,1,35,6,0,0,4,3,0
2,9,9,0,0,0,65,9,1242.0,1,8,433562.0,406831.0,-1.494838,53.557036,14,2,1,210.0,589.0,0.0,1,1,19,4,0,0,3,4,1
1,9,18,0,10,2,42,7,1798.0,8,3,543370.0,179240.0,0.063844,51.493931,1,1,1,6.0,206.0,0.0,1,1,42,7,0,0,9,3,0
1,9,17,0,0,0,35,6,1242.0,1,3,531270.0,164910.0,-0.115655,51.36808900000001,1,2,1,20.0,232.0,0.0,1,1,35,6,0,0,9,9,1
2,9,3,0,0,0,49,8,1332.0,1,16,517910.0,299750.0,-0.261186,52.582783,35,2,2,394.0,0.0,1125.0,2,1,49,8,0,0,9,7,1
2,9,3,0,0,0,20,4,1598.0,1,10,516865.0,466912.0,-0.214971,54.08486600000001,16,2,1,231.0,1038.0,0.0,2,1,20,4,0,0,9,1,1
1,9,18,0,0,0,18,4,1124.0,1,11,404134.0,352741.0,-1.939751,53.071888,21,2,3,256.0,523.0,5053.0,1,1,18,4,0,0,9,1,0
2,19,17,0,0,0,46,8,2496.0,2,21,290325.0,91420.0,-3.554759,50.712033,50,2,1,581.0,3212.0,0.0,1,1,37,7,0,0,5,3,0
2,9,4,0,0,0,25,5,1360.0,1,8,542080.0,261330.0,0.07901,52.231842,35,4,2,395.0,14.0,0.0,1,1,20,4,0,0,9,4,0
1,9,18,0,0,0,50,8,2926.0,2,12,433272.0,391179.0,-1.500869,53.416373,14,3,1,215.0,61.0,0.0,2,1,20,4,0,0,9,2,1
2,9,18,0,10,0,22,5,1332.0,1,17,475636.0,254865.0,-0.8950670000000001,52.186854,34,2,1,384.0,45.0,1.0,2,1,22,5,0,0,9,7,1
1,8,18,0,0,0,54,8,2402.0,2,10,539820.0,191480.0,0.017602,51.604806,1,2,1,14.0,104.0,0.0,1,1,54,8,0,0,8,8,0
1,9,9,0,0,0,20,4,1124.0,1,8,411439.0,417504.0,-1.828403,53.65391,13,4,1,203.0,0.0,0.0,1,1,20,4,0,0,9,4,0
3,9,2,0,0,0,52,8,1490.0,1,8,365053.0,213427.0,-2.508397,51.818369,53,4,3,622.0,4227.0,0.0,2,2,46,8,0,0,9,6,1
2,9,8,0,0,0,46,8,2993.0,2,10,418124.0,556951.0,-1.718864,54.90695,11,2,3,169.0,6310.0,692.0,2,1,46,8,0,0,9,9,1
1,9,9,0,0,11,24,5,1328.0,1,7,418513.0,564845.0,-1.712291,54.977873,10,2,4,147.0,110.0,1202.0,1,2,22,5,0,0,9,2,1
1,9,18,0,0,0,51,8,1061.0,1,12,429410.0,421419.0,-1.556139,53.6884,13,2,4,206.0,1.0,0.0,1,2,22,5,0,0,9,7,1
1,19,13,0,0,0,29,6,2299.0,2,1,535634.0,234366.0,-0.026046,51.99119,41,2,1,433.0,10.0,0.0,2,1,49,8,0,0,5,7,0
1,9,3,0,0,0,32,6,2148.0,2,7,540510.0,185420.0,0.025136,51.550181,1,2,1,17.0,0.0,114.0,1,1,32,6,0,0,9,5,1
1,9,17,0,0,3,30,6,1396.0,1,17,436147.0,491813.0,-1.445792,54.320626,12,1,2,181.0,167.0,0.0,1,2,3,1,0,0,9,7,1
2,9,4,0,0,0,20,4,799.0,2,6,544017.0,198184.0,0.080919,51.663987,42,3,2,456.0,0.0,0.0,2,1,20,4,0,0,9,10,0
1,9,18,0,0,0,18,4,1199.0,1,14,355173.0,176332.0,-2.646955,51.484153000000006,52,2,1,601.0,0.0,0.0,2,1,11,3,0,0,9,2,1
1,9,7,0,0,0,33,6,1598.0,1,13,497431.0,179953.0,-0.597444,51.510115,43,2,1,473.0,7302.0,4.0,2,1,23,5,0,0,1,9,1
2,9,17,0,0,0,60,9,1998.0,1,11,340960.0,447680.0,-2.900481,53.921876,4,2,2,85.0,588.0,0.0,1,1,67,10,0,0,9,9,1
1,5,12,0,0,0,33,6,996.0,1,18,342060.0,417970.0,-2.8781380000000003,53.654999,4,2,1,84.0,5246.0,0.0,1,1,33,6,0,0,5,9,0
2,8,2,0,0,0,52,8,2499.0,2,5,532080.0,183640.0,-0.09704,51.53622,1,2,2,3.0,144.0,0.0,1,1,37,7,0,0,9,1,0
1,9,5,0,0,0,34,6,1390.0,1,13,445470.0,366980.0,-1.320814,53.197963,30,2,2,327.0,106.0,617.0,2,1,56,9,0,0,9,2,1
1,11,4,0,0,0,62,9,6700.0,2,3,540300.0,169360.0,0.015736,51.40592,1,1,1,19.0,222.0,0.0,1,1,60,9,6,9,0,2,0
3,9,3,0,0,0,41,7,1240.0,1,10,329787.0,388910.0,-3.057278,53.392336,5,3,3,95.0,0.0,0.0,2,2,40,7,0,0,9,1,0
1,9,6,8,0,0,77,11,1799.0,1,9,433370.0,399055.0,-1.4985620000000002,53.487157,14,2,1,210.0,616.0,0.0,1,1,77,11,0,0,9,10,1
2,9,9,0,0,0,35,6,1796.0,1,7,496261.0,180237.0,-0.614221,51.512869,43,2,1,473.0,4.0,7302.0,2,1,35,6,0,0,9,2,1
2,9,9,0,0,0,47,8,1598.0,1,12,395480.0,248180.0,-2.067448,52.131904,22,2,3,277.0,44.0,0.0,2,1,47,8,0,0,9,5,1
1,9,7,0,0,0,29,6,1595.0,1,2,438052.0,279598.0,-1.441991,52.413065,20,2,5,302.0,0.0,0.0,2,1,39,7,0,0,9,5,0
1,9,9,0,0,0,24,5,1339.0,1,8,408410.0,276930.0,-1.877847,52.390332,22,3,2,270.0,0.0,0.0,2,1,55,8,0,0,9,5,1
2,9,18,0,0,0,25,5,1595.0,1,10,431506.0,435135.0,-1.523009,53.811554,13,2,2,204.0,58.0,0.0,2,1,25,5,0,0,9,7,1
1,9,12,0,0,0,43,7,2184.0,2,11,458697.0,455530.0,-1.106206,53.992486,12,2,1,189.0,1237.0,0.0,2,1,24,5,0,0,3,5,1
3,9,18,0,0,0,50,8,2967.0,2,1,459279.0,394935.0,-1.1089129999999998,53.44785400000001,14,3,3,211.0,1.0,0.0,2,1,52,8,0,0,9,8,0
1,9,18,0,0,0,75,10,1395.0,1,1,632218.0,263716.0,1.398479,52.222663,37,3,3,415.0,1119.0,0.0,1,1,75,10,0,0,9,10,0
1,19,18,0,0,0,37,7,1997.0,2,9,512528.0,432727.0,-0.293812,53.778722,16,2,1,228.0,1237.0,0.0,2,1,55,8,0,0,1,2,1
1,9,18,0,0,0,26,6,1796.0,1,9,351390.0,493730.0,-2.749113,54.336799,3,2,1,65.0,0.0,0.0,2,1,30,6,0,0,19,6,0
2,9,7,0,0,0,50,8,1248.0,1,6,330245.0,135962.0,-2.997996,51.118681,52,2,1,607.0,0.0,0.0,1,1,41,7,0,0,1,3,1
1,9,16,0,0,0,28,6,1299.0,1,15,516800.0,192200.0,-0.314397,51.616518,1,2,1,29.0,410.0,0.0,1,1,28,6,0,0,9,7,1
1,19,1,0,0,0,47,8,1560.0,2,4,525830.0,173830.0,-0.190598,51.44948400000001,1,2,1,10.0,0.0,0.0,2,1,30,6,0,0,3,5,0
2,9,18,0,0,0,43,7,998.0,1,9,582427.0,229420.0,0.652131,51.933386,42,2,3,451.0,0.0,0.0,1,1,22,5,0,0,9,6,1
2,9,3,0,0,0,58,9,1390.0,1,4,533050.0,243990.0,-0.059915,52.078291,35,2,1,395.0,0.0,0.0,2,1,58,9,0,0,9,8,0
1,9,18,0,0,0,58,9,998.0,1,3,393944.0,321662.0,-2.091247,52.79249100000001,21,2,1,255.0,34.0,0.0,1,1,58,9,0,0,9,10,1
1,9,18,0,0,0,68,10,1896.0,2,9,449927.0,401132.0,-1.248727,53.504518,14,2,2,211.0,0.0,0.0,1,1,68,10,0,0,9,2,0
1,11,18,0,0,0,49,8,9400.0,2,10,542900.0,182270.0,0.058305,51.52127700000001,1,1,1,17.0,117.0,0.0,1,1,35,6,0,0,11,2,0
1,9,9,0,0,0,72,10,2170.0,2,10,349790.0,241270.0,-2.733884,52.067513,22,2,1,285.0,0.0,0.0,2,1,49,8,0,0,1,7,1
1,9,17,0,0,0,25,5,1587.0,1,14,434850.0,282150.0,-1.488799,52.436219,20,2,3,302.0,4082.0,0.0,1,1,25,5,0,0,9,3,0
1,9,4,0,0,0,31,6,1686.0,2,6,609948.0,312129.0,1.103381,52.666196,36,4,4,401.0,47.0,0.0,4,4,43,7,0,0,19,7,0
1,9,9,0,0,0,48,8,998.0,1,10,521440.0,191620.0,-0.247613,51.610324,1,2,2,30.0,0.0,0.0,1,1,18,4,0,0,9,7,1
1,9,4,0,0,0,26,6,1364.0,1,11,533928.0,427989.0,0.028685,53.73110500000001,16,1,1,231.0,1242.0,1362.0,1,1,8,2,5,3,0,1,1
2,19,3,0,0,0,31,6,1461.0,2,6,621637.0,315067.0,1.2779200000000002,52.687916,36,2,1,401.0,253.0,0.0,2,1,31,6,0,0,19,6,0
1,9,5,0,0,0,32,6,1198.0,1,7,381720.0,394320.0,-2.276686,53.445326,6,2,1,102.0,0.0,0.0,2,1,54,8,0,0,9,6,1
1,9,6,0,0,0,55,8,1997.0,1,3,368650.0,307940.0,-2.465019,52.668258,22,2,2,284.0,0.0,0.0,2,2,20,4,0,0,4,2,0
3,9,8,0,0,0,28,6,1796.0,1,7,396020.0,394960.0,-2.061397,53.451384,6,3,2,110.0,57.0,0.0,2,1,36,7,0,0,9,3,0
2,9,18,0,10,0,34,6,1390.0,1,11,415320.0,288190.0,-1.775797,52.49141,20,2,1,300.0,0.0,0.0,1,1,26,6,0,0,9,1,1
2,9,18,0,0,0,22,5,1390.0,1,9,436579.0,567314.0,-1.429732,54.999064,10,2,1,149.0,183.0,183.0,2,1,22,5,0,0,9,1,1
1,20,16,0,0,0,36,7,10518.0,2,1,352982.0,174644.0,-2.678281,51.468798,52,3,2,605.0,369.0,0.0,2,1,19,4,0,0,9,9,0
1,9,18,0,0,0,46,8,998.0,1,5,395480.0,248180.0,-2.067448,52.131904,22,2,3,277.0,44.0,0.0,2,1,47,8,0,0,9,5,1
2,9,3,0,0,0,37,7,1896.0,2,10,449120.0,357649.0,-1.26761,53.11377,31,2,4,340.0,0.0,38.0,2,4,37,7,0,0,9,3,1
4,9,18,0,0,0,55,8,1388.0,1,5,422842.0,426756.0,-1.655201,53.736696,13,4,3,203.0,62.0,0.0,3,2,17,4,0,0,9,1,1
1,9,9,0,0,0,58,9,1299.0,1,9,577558.0,186973.0,0.559737,51.553699,42,2,1,453.0,1006.0,0.0,2,1,67,10,0,0,1,5,1
